name,details,ratings,reviews_count,positive_feedbacks,negetive_feedbacks
Synechron,IT Services & Consulting | Pune +31 other locations,3.5,3.5k,,Job Security | Promotions / Appraisal | Work Satisfaction
Abbott,Pharma | Mumbai +209 other locations,4.1,3.5k,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Dabur,FMCG | New Delhi +311 other locations,3.9,3.5k,Salary & Benefits,Promotions / Appraisal
Birlasoft,IT Services & Consulting | Pune +48 other locations,3.5,3.5k,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
Bharat Electronics,Electronics Manufacturing | Bangalore / Bengaluru +86 other locations,4.2,3.4k,Work Life Balance | Company Culture | Work Satisfaction,
Cogent E Services,BPO | Noida +55 other locations,3.2,3.4k,,Company Culture | Work Satisfaction | Promotions / Appraisal
Grasim Industries,Building Material | Bharuch +231 other locations,4.0,3.4k,Job Security | Skill Development / Learning | Work Life Balance,Promotions / Appraisal
Kyndryl,IT Services & Consulting | Bangalore / Bengaluru +36 other locations,3.9,3.4k,Work Life Balance | Company Culture | Skill Development / Learning,Promotions / Appraisal
Glenmark Pharmaceuticals,Pharma | Mumbai +173 other locations,3.8,3.4k,,Promotions / Appraisal
Kotak Mahindara Life Insurance,Insurance | Mumbai +247 other locations,3.5,3.4k,,Promotions / Appraisal | Work Satisfaction | Company Culture
Tata Capital,NBFC | Mumbai +327 other locations,4.0,3.4k,Job Security | Skill Development / Learning | Company Culture,Promotions / Appraisal
Aarti Industries,Agro Chemicals | Bharuch +57 other locations,4.0,3.4k,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
JK Cement,Building Material | New Delhi +314 other locations,4.0,3.4k,Salary & Benefits | Work Life Balance | Job Security,
Indian Oil Corporation,Oil & Gas | New Delhi +302 other locations,4.4,3.4k,Company Culture | Work Life Balance | Work Satisfaction,
KPIT Technologies,Software Product | Pune +42 other locations,3.0,3.4k,,Promotions / Appraisal | Job Security | Work Satisfaction
Ipca Laboratories,Pharma | Mumbai +154 other locations,3.9,3.4k,Job Security | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Reliance Projects & Property Management Services,IT Services & Consulting | Kolkata +598 other locations,4.0,3.4k,Work Life Balance | Job Security | Skill Development / Learning,Promotions / Appraisal
"NTT DATA, Inc.",IT Services & Consulting | Bangalore / Bengaluru +32 other locations,3.9,3.3k,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
Johnson Controls,Industrial Automation | Pune +54 other locations,3.5,3.3k,,Promotions / Appraisal | Work Satisfaction | Job Security
MRF Tyres,Auto Components | Chennai +191 other locations,3.6,3.3k,,Company Culture | Work Satisfaction | Work Life Balance
Alkem Laboratories,Pharma | Mumbai +192 other locations,3.9,3.3k,Salary & Benefits,Promotions / Appraisal
Reliance Digital,Retail | Mumbai +368 other locations,4.1,3.3k,Skill Development / Learning | Job Security | Company Culture,
Ford Motor,Automobile | Chennai +128 other locations,4.2,3.3k,Company Culture | Work Life Balance | Salary & Benefits,
IGT Solutions,IT Services & Consulting | New Delhi +48 other locations,3.3,3.3k,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Honda Motorcycle & Scooter,Automobile | Gurgaon / Gurugram +285 other locations,4.1,3.3k,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
Vishal Mega Mart,Retail | New Delhi +362 other locations,3.7,3.3k,Salary & Benefits,Company Culture | Work Satisfaction | Job Security
UBS,Financial Services | Pune +19 other locations,3.9,3.3k,Work Life Balance | Company Culture,Promotions / Appraisal
24/7 Customer,Software Product | Bangalore / Bengaluru +36 other locations,3.4,3.2k,,Promotions / Appraisal | Salary & Benefits | Work Life Balance
Hindustan Coca Cola Beverages,Beverage | Bangalore / Bengaluru +252 other locations,4.0,3.2k,Skill Development / Learning | Salary & Benefits | Job Security,Promotions / Appraisal
Ceat Tyres,Auto Components | Nagpur +137 other locations,3.9,3.2k,Job Security | Company Culture | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
Reliance Nippon Life Insurance,Insurance | Mumbai +476 other locations,3.4,3.2k,,Job Security | Work Satisfaction | Promotions / Appraisal
DTDC Express,Logistics | New Delhi +264 other locations,3.7,3.2k,,Promotions / Appraisal | Salary & Benefits | Company Culture
HARMAN,Consumer Electronics & Appliances | Bangalore / Bengaluru +38 other locations,3.8,3.2k,Work Life Balance,Promotions / Appraisal
ABB,Industrial Machinery | Bangalore / Bengaluru +106 other locations,4.1,3.2k,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal
ArcelorMittal Nippon Steel,Iron & Steel | Surat +82 other locations,4.1,3.2k,Work Life Balance | Job Security | Skill Development / Learning,
Indian Air Force,Defence & Aerospace | New Delhi +130 other locations,4.6,3.1k,Job Security | Skill Development / Learning | Salary & Benefits,
NatWest Group,Banking | Gurgaon / Gurugram +27 other locations,4.0,3.1k,Work Life Balance | Job Security | Company Culture,Promotions / Appraisal | Salary & Benefits
PhonePe,FinTech | Bangalore / Bengaluru +367 other locations,4.0,3.1k,Salary & Benefits | Company Culture | Work Life Balance,
RSPL Group,FMCG | Kanpur +246 other locations,4.1,3.1k,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal
UNO Minda,Auto Components | Pune +105 other locations,3.9,3.1k,Job Security | Company Culture | Skill Development / Learning,Promotions / Appraisal
Marpu Foundation,Non-Profit | Hyderabad / Secunderabad +58 other locations,4.8,3.1k,Company Culture | Work Life Balance | Work Satisfaction,
Barclays,Banking | Pune +36 other locations,3.7,3.1k,,Promotions / Appraisal | Work Satisfaction | Skill Development / Learning
InterGlobe Aviation,Aviation | New Delhi +100 other locations,3.5,3.1k,,Promotions / Appraisal | Salary & Benefits | Work Life Balance
Conduent,BPO | Bangalore / Bengaluru +34 other locations,3.4,3.1k,,Promotions / Appraisal | Salary & Benefits | Skill Development / Learning
GeBBS Healthcare Solutions,Healthcare | Mumbai +26 other locations,3.7,3.1k,Job Security,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Tata Technologies,Engineering & Construction | Pune +53 other locations,3.4,3.1k,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
AGS Health,IT Services & Consulting | Chennai +58 other locations,4.0,3.1k,Company Culture | Job Security | Work Life Balance,
Alstom Transportation,Engineering & Construction | Bangalore / Bengaluru +75 other locations,3.7,3k,Job Security,Promotions / Appraisal | Company Culture | Work Satisfaction
Future Group,Retail | Mumbai +205 other locations,4.3,3k,Skill Development / Learning | Company Culture | Work Life Balance,
Tata AIG,Insurance | Mumbai +254 other locations,4.0,3k,Job Security | Company Culture | Work Life Balance,Promotions / Appraisal
Cloudnine Hospital,Healthcare | Bangalore / Bengaluru +44 other locations,4.5,3k,Skill Development / Learning | Company Culture | Work Life Balance,
Max Healthcare,Healthcare | New Delhi +75 other locations,3.9,3k,Job Security | Skill Development / Learning,Promotions / Appraisal
TVS Credit Services Ltd,NBFC | Chennai +412 other locations,4.2,3k,Company Culture | Salary & Benefits | Work Life Balance,
UPL,Agro Chemicals | Ankleshwar +183 other locations,4.1,3k,Job Security | Work Life Balance | Skill Development / Learning,
Dilip Buildcon,Engineering & Construction | Bhopal +222 other locations,3.9,3k,,Job Security | Promotions / Appraisal
Croma,Retail | Mumbai +184 other locations,3.8,3k,Job Security | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
Amazon Transportation Services,Hyderabad / Secunderabad +220 other locations,4.2,3k,Company Culture | Skill Development / Learning | Salary & Benefits,
PepsiCo,Food Processing | Hyderabad / Secunderabad +267 other locations,4.0,3k,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal
Walmart,Retail | Bangalore / Bengaluru +91 other locations,3.5,3k,,Promotions / Appraisal | Work Satisfaction | Work Life Balance
Bajaj General Insurance Limited,Insurance | Pune +268 other locations,3.8,2.9k,Salary & Benefits,Promotions / Appraisal | Work Life Balance | Work Satisfaction
Titan Company,Retail | Bangalore / Bengaluru +175 other locations,4.3,2.9k,Company Culture | Job Security | Work Life Balance,
S&P Global,Analytics & KPO | Hyderabad / Secunderabad +46 other locations,4.0,2.9k,Company Culture | Work Life Balance,Promotions / Appraisal
Varroc Group,Auto Components | Pune +60 other locations,3.6,2.9k,,Promotions / Appraisal | Job Security | Company Culture
Mankind Pharma,Pharma | New Delhi +236 other locations,3.8,2.9k,Salary & Benefits,Promotions / Appraisal
Blinkit,Internet | Gurgaon / Gurugram +129 other locations,3.8,2.9k,Salary & Benefits,Promotions / Appraisal | Work Satisfaction | Job Security
CMS IT Services,IT Services & Consulting | Mumbai +152 other locations,3.0,2.9k,,Promotions / Appraisal | Salary & Benefits | Company Culture
Societe Generale Global Solution Centre,IT Services & Consulting | Bangalore / Bengaluru +24 other locations,3.7,2.9k,Work Life Balance | Job Security,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
MSN Laboratories,Pharma | Hyderabad / Secunderabad +99 other locations,3.6,2.9k,Job Security,Company Culture | Work Life Balance | Work Satisfaction
Afcons Infrastructure,Engineering & Construction | Mumbai +118 other locations,4.2,2.9k,Job Security | Skill Development / Learning | Company Culture,
Torrent Pharmaceuticals,Pharma | Ahmedabad +124 other locations,4.0,2.8k,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits
Square Yards,Internet | Gurgaon / Gurugram +49 other locations,3.7,2.8k,,Job Security
Jindal Stainless,Iron & Steel | Jajpur +74 other locations,4.2,2.8k,Job Security | Work Life Balance | Skill Development / Learning,
I Process Services,Recruitment | Mumbai +397 other locations,3.9,2.8k,Company Culture | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Zensar Technologies,IT Services & Consulting | Pune +29 other locations,3.7,2.8k,Work Life Balance,Promotions / Appraisal | Job Security | Salary & Benefits
ACC,Building Material | Mumbai +260 other locations,3.9,2.8k,,Promotions / Appraisal
HDFC Sales,Financial Services | Mumbai +332 other locations,3.9,2.8k,Skill Development / Learning | Company Culture | Work Life Balance,Promotions / Appraisal | Salary & Benefits
Quest Global,IT Services & Consulting | Bangalore / Bengaluru +45 other locations,3.5,2.8k,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Shoppers Stop,Retail | Mumbai +83 other locations,4.0,2.8k,Company Culture | Work Life Balance | Job Security,Promotions / Appraisal
Nokia,Telecom | Bangalore / Bengaluru +165 other locations,4.0,2.8k,Work Life Balance | Company Culture | Work Satisfaction,Promotions / Appraisal
UnitedHealth,Healthcare | Hyderabad / Secunderabad +17 other locations,4.0,2.8k,Job Security | Work Life Balance | Company Culture,Promotions / Appraisal | Salary & Benefits
Fujitsu,IT Services & Consulting | Pune +39 other locations,3.8,2.8k,Work Life Balance | Company Culture,Promotions / Appraisal
IDFC FIRST Bharat,Financial Services | Chennai +394 other locations,4.2,2.8k,Salary & Benefits | Company Culture | Work Life Balance,
Suzlon Group,Power | Pune +134 other locations,4.0,2.7k,Job Security | Skill Development / Learning | Company Culture,Promotions / Appraisal | Salary & Benefits
Apollo Tyres,Auto Components | Chennai +176 other locations,4.0,2.7k,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal
DS Group,FMCG | Noida +271 other locations,4.1,2.7k,Work Life Balance | Company Culture | Job Security,Promotions / Appraisal
Eternal Limited,Internet | Gurgaon / Gurugram +215 other locations,3.6,2.7k,,Promotions / Appraisal | Job Security | Work Life Balance
Fiserv,FinTech | Pune +32 other locations,2.8,2.7k,,Promotions / Appraisal | Company Culture | Work Satisfaction
Whitehat jr,EdTech | Mumbai +49 other locations,3.3,2.7k,,Job Security | Promotions / Appraisal | Work Satisfaction
Tata Elxsi,IT Services & Consulting | Bangalore / Bengaluru +30 other locations,3.6,2.7k,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
Indus Towers,Hardware & Networking | Gurgaon / Gurugram +223 other locations,3.6,2.7k,,Promotions / Appraisal | Job Security | Work Life Balance
IKS Health,Healthcare | Mumbai +29 other locations,3.5,2.7k,,Promotions / Appraisal | Salary & Benefits | Work Satisfaction
VVDN Technologies,IT Services & Consulting | Gurgaon / Gurugram +48 other locations,3.6,2.7k,,Promotions / Appraisal | Salary & Benefits | Company Culture
ESAF Small Finance Bank,Banking | Thrissur +421 other locations,3.6,2.7k,,Promotions / Appraisal | Work Satisfaction | Company Culture
Yazaki,Auto Components | Pune +89 other locations,3.9,2.7k,Job Security | Skill Development / Learning,Promotions / Appraisal
Landmark Group,Retail | Bangalore / Bengaluru +164 other locations,3.9,2.6k,Job Security,Promotions / Appraisal
Shree Cement,Building Material | Beawar +244 other locations,3.8,2.6k,,Promotions / Appraisal | Job Security
Flex,Electronics Manufacturing | Chennai +46 other locations,3.9,2.6k,Company Culture | Work Life Balance | Skill Development / Learning,Promotions / Appraisal | Salary & Benefits
Capita,IT Services & Consulting | Pune +32 other locations,3.5,2.6k,,Promotions / Appraisal | Salary & Benefits | Job Security
Blue Dart Express Ltd,Logistics | Mumbai +271 other locations,3.9,2.6k,Job Security,Promotions / Appraisal
Britannia,FMCG | Bangalore / Bengaluru +291 other locations,4.0,2.6k,Job Security | Skill Development / Learning,Promotions / Appraisal
SRF,Chemicals | Bharuch +66 other locations,4.1,2.6k,Job Security | Salary & Benefits | Work Life Balance,Promotions / Appraisal
ElasticRun,Logistics | Pune +385 other locations,3.6,2.6k,,Job Security | Promotions / Appraisal | Work Satisfaction
Ola Electric Mobility,Automobile | Bangalore / Bengaluru +381 other locations,3.3,2.6k,,Job Security | Company Culture | Promotions / Appraisal
Shell,Oil & Gas | Bangalore / Bengaluru +90 other locations,3.9,2.6k,Work Life Balance | Company Culture | Salary & Benefits,Promotions / Appraisal | Job Security
Exide Industries,Auto Components | Kolkata +198 other locations,3.4,2.6k,,Promotions / Appraisal | Company Culture | Work Satisfaction
Kansai Nerolac Paints,Chemicals | Mumbai +241 other locations,3.8,2.5k,,Promotions / Appraisal
KPMG Global Services,Management Consulting | Bangalore / Bengaluru +36 other locations,3.5,2.5k,,Promotions / Appraisal | Work Satisfaction | Salary & Benefits
Micro Labs,Pharma | Bangalore / Bengaluru +147 other locations,3.6,2.5k,,Promotions / Appraisal | Salary & Benefits | Company Culture
Sahrudaya Healthcare (Medicover Hospitals),Healthcare | Hyderabad / Secunderabad +44 other locations,4.5,2.5k,Company Culture | Work Life Balance | Skill Development / Learning,
Dalmia Bharat Cement,Building Material | Guwahati +245 other locations,3.9,2.5k,Job Security | Salary & Benefits,Promotions / Appraisal
TVS Supply Chain Solutions,Logistics | Chennai +148 other locations,3.8,2.5k,,Promotions / Appraisal | Salary & Benefits
